馬匹編號,馬名,完成時間
1,桃花開,106.49
12,包裝戰仕,107.08
8,火焰閃爍,107.15
6,星價,107.19
7,發財先鋒,107.32
11,豐辰,107.36
3,幸運派彩,107.9
14,智多多寶,108.62
