馬匹編號,馬名,完成時間
10,紫荊拼搏,81.4
4,會當凌,81.69
1,至尊高超,81.86
9,百威多贏,81.87
2,嘉應奇兵,82.18
6,巴閉仔,82.3
8,雙星報喜,82.74
11,家傳之寶,83.32
13,君子,83.86
