馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好,1650,405,05/02/2025,01,太陽勇士,6,7,5,76.7,76.7,4.75,23.32,-4.63,100.02,0.12,1 1 1 1,太陽勇士,時時精準,大學生,潘頓,紀仁安,3,127,121
HV,grass,好,1650,446,19/02/2025,03,太陽勇士,6,7,6,75.63,76.27,4.32,23.61,-4.34,99.88,-0.02,7 8 9 3,博望坡,勁好運,太陽勇士,田泰安,紀仁安,3,135,121
HV,grass,好,1650,459,26/02/2025,01,太陽勇士,6,7,1,75.67,75.87,3.92,23.21,-4.74,99.08,-0.82,2 3 3 1,太陽勇士,浪漫老撾,中華英雄,莫雅,紀仁安,3,129,121
ST,grass,好,1400,623,27/04/2025,03,太陽勇士,6,7,10,58.69,58.73,-9.27,22.82,9.37,81.55,0.1,3 2 2 3,笑傲江湖,但求開心,太陽勇士,艾兆禮,紀仁安,2,118,121
HV,grass,好/快,1650,672,14/05/2025,02,太陽勇士,6,7,7,75.26,75.34,4.04,23.59,-4.41,98.93,-0.37,2 2 2 2,加州動員,太陽勇士,常拼常勇,潘頓,紀仁安,2,122,121
ST,dirt,好,1650,726,31/05/2025,02,太陽勇士,6,7,11,75.1,75.46,4.96,23.71,-4.19,99.17,0.77,2 3 3 2,精英雄心,太陽勇士,電訊巴打,潘頓,紀仁安,2,124,121
HV,grass,好/快,1650,752,11/06/2025,03,太陽勇士,6,7,1,74.84,75.12,3.82,23.44,-4.56,98.56,-0.74,3 3 4 3,康樂高球,遙遙領先,太陽勇士,潘頓,紀仁安,2,127,121
ST,grass,好,1400,802,01/07/2025,08,太陽勇士,6,7,2,57.62,57.98,-10.02,23.84,10.39,81.82,0.37,3 5 6 8,光年魅力,米奇,得道猴王,艾兆禮,紀仁安,2,126,121
ST,grass,好/快,1600,835,13/07/2025,09,太陽勇士,6,7,1,70.17,70.17,0.87,23.76,-0.99,93.93,-0.12,1 1 1 9,有目共賞,越駿歡欣,美麗同享,湯普新,紀仁安,1,115,121
HV,grass,好/快,1650,036,17/09/2025,03,太陽勇士,6,7,10,74.83,74.83,3.53,23.9,-4.1,98.73,-0.57,3 2 1 3,平凡騎士,安遇,太陽勇士,潘頓,紀仁安,2,129,121
ST,dirt,封,1650,073,04/10/2025,04,太陽勇士,6,7,11,74.12,74.32,3.82,24.82,-3.08,99.14,0.74,2 2 2 4,昇瀧駒,精英雄心,智跑得,潘頓,紀仁安,2,128,121
HV,grass,好/快,1650,178,12/11/2025,03,太陽勇士,6,7,8,74.48,74.96,3.66,23.93,-4.07,98.89,-0.41,4 5 5 3,大浪圖田,仁心星,太陽勇士,潘頓,紀仁安,2,128,121
ST,grass,好,1600,223,30/11/2025,02,太陽勇士,6,7,13,70.66,70.78,1.08,23.28,-1.27,94.06,-0.19,3 3 3 2,康樂高球,太陽勇士,遙遙領先,艾兆禮,紀仁安,2,121,121
HV,grass,好,1650,292,23/12/2025,04,太陽勇士,6,7,3,75.53,75.61,4.31,23.58,-4.42,99.19,-0.11,4 4 3 4,喜蓮勇感,鈦易搵,大浪圖田,艾兆禮,紀仁安,2,126,121
ST,grass,好,1600,320,04/01/2026,02,太陽勇士,6,7,1,70.74,70.78,1.08,23.45,-1.1,94.23,-0.02,2 2 2 2,睿盛人生,太陽勇士,喜尊龍,布文,紀仁安,2,129,121
ST,dirt,好,1650,368,21/01/2026,05,太陽勇士,6,7,4,75.5,75.62,5.12,23.13,-4.77,98.75,0.35,2 2 2 5,新意馬,華麗再勝,精英雄心,潘頓,紀仁安,2,127,121
