馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1600,415,12/02/2024,07,太陽勇士,6,7,6,70.8,71.2,1.0,23.83,-0.67,95.03,0.33,6 6 5 7,加州偟者,魅力知遇,發財大師,田泰安,紀仁安,3,116,121
ST,grass,好,1600,453,25/02/2024,05,太陽勇士,6,7,12,70.62,70.82,0.62,23.94,-0.56,94.76,0.06,2 2 2 5,陽明天空,話你知,銀騰,田泰安,紀仁安,3,122,121
ST,grass,好/黏,1600,493,10/03/2024,07,太陽勇士,6,7,14,71.97,72.13,1.93,24.95,0.45,97.08,2.38,3 4 3 7,手到再來,明亮天下,時時稱心,梁家俊,紀仁安,3,126,121
ST,grass,好/快,1400,028,15/09/2024,09,太陽勇士,6,7,3,58.3,58.5,-9.7,23.35,9.9,81.85,0.2,6 3 3 9,陽光勇士,將義,勁進駒,梁家俊,紀仁安,3,119,121
HV,grass,好/快,1650,109,16/10/2024,06,太陽勇士,6,7,3,74.54,74.62,2.67,24.47,-3.48,99.09,-0.81,2 2 2 6,銀進,本領非凡,爭金奪冠,希威森,紀仁安,3,120,121
HV,grass,好,1650,145,30/10/2024,02,太陽勇士,6,7,1,75.75,76.07,4.12,23.71,-4.24,99.78,-0.12,4 3 3 2,大千眼界,太陽勇士,勁好運,潘明輝,紀仁安,3,117,121
HV,grass,好/黏,1650,199,20/11/2024,07,太陽勇士,6,7,9,75.61,75.61,3.66,24.61,-3.34,100.22,0.32,2 2 1 7,開心勇駒,勁好運,浪漫老撾,潘明輝,紀仁安,3,119,121
HV,grass,好,1650,237,04/12/2024,01,太陽勇士,6,7,3,76.98,77.22,5.27,23.29,-4.66,100.51,0.61,3 3 4 1,太陽勇士,豐盛,唯美主義,杜苑欣,紀仁安,3,120,121
HV,grass,好,1650,296,26/12/2024,03,太陽勇士,6,7,6,76.1,76.14,4.19,23.52,-4.43,99.66,-0.24,2 2 2 3,浪漫老撾,時時稱心,太陽勇士,布文,紀仁安,3,129,121
HV,grass,好,1650,354,15/01/2025,02,太陽勇士,6,7,2,75.87,76.03,4.08,23.54,-4.41,99.57,-0.33,5 6 4 2,時時精準,太陽勇士,時時稱心,梁家俊,紀仁安,3,125,121
