馬匹編號,馬名,平均比標準時間
13,風采人生,-0.04
11,好精神,-0.01
6,鼓浪好友,0.07
9,傳承精神,0.07
4,八仟好運,0.37
5,逍遙人生,0.46
2,金創福威,0.47
3,手機錶勁,0.49
7,遨遊波士,0.56
14,行運加持,1.18
10,萬里鵬躍,1.44
12,皮具伯樂,1.78
1,廚神,1.86
