馬匹編號,馬名,平均比標準時間
4,喜慶寶,-0.34
3,冷娃,0.07
2,米奇,0.15
10,馬馳登,0.59
1,巴基之勝,0.63
7,手到齊來,0.64
5,久久為昇,0.7
9,驍將,1.0
