馬匹編號,馬名,平均比標準時間
3,哥倫布,0.08
1,機械之星,0.11
6,勤德天下,0.37
8,睿智多寶,0.41
10,綫路福將,0.52
4,定數,0.55
5,本領輝煌,0.55
13,江南勇士,0.62
2,鬥志波,0.81
9,萬事勝利,0.83
14,鑽得勝,0.89
11,幸運勝利,1.13
12,堅闖,1.27
7,鴻圖大展,1.71
