馬匹編號,馬名,平均比標準時間
2,數字天文,-0.45
5,白鷺金剛,-0.2
6,錶之宇宙,-0.17
1,小鳥天堂,-0.16
7,美麗星晨,-0.09
4,睿盛人生,0.0
8,會當凌,0.03
10,至尊瑰寶,0.04
9,喜尊龍,0.12
3,紫荊盛勢,0.23
11,至尊高超,0.26
12,一定超,0.27
13,紫荊傳令,0.35
14,幸運派彩,0.42
