馬匹編號,馬名,完成時間
2,綠野飛馳,81.75
4,亞機拉,81.83
12,都靈冠星,81.86
5,活力拍檔,81.96
9,友瑩亮,82.01
6,閃光燈,82.25
11,精彩動力,82.68
3,勇冠群英,83.07
