馬匹編號,馬名,完成時間
1,友瑩仁,81.38
14,超拍檔,82.0
2,榮利雙收,82.11
11,旌採,82.12
4,進傲星,82.13
5,光年八十,82.22
12,超開心,82.39
6,久久為軍,82.42
10,華麗再贏,82.48
13,非凡時刻,83.0
