馬匹編號,馬名,完成時間
4,喜慶寶,68.84
2,米奇,69.14
5,久久為昇,69.23
1,巴基之勝,69.23
10,馬馳登,69.3
3,冷娃,69.31
7,手到齊來,69.55
9,驍將,69.68
