馬匹編號,馬名,平均比標準時間
11,安可,-0.85
5,發財先鋒,-0.6
3,奔放,-0.59
8,豐辰,-0.3
10,包裝戰仕,-0.04
1,話你知,-0.02
4,友瑩光,0.16
6,榮駿大道,0.2
13,紫荊拼搏,0.21
2,風將,0.27
7,火悟空,0.45
9,星價,1.04
12,劍飛聲,1.36
