馬匹編號,馬名,平均比標準時間
9,友瑩亮,-0.15
12,都靈冠星,-0.11
2,綠野飛馳,0.1
4,亞機拉,0.11
5,活力拍檔,0.23
6,閃光燈,0.6
7,高高至高,0.6
11,精彩動力,0.64
3,勇冠群英,1.27
8,和光同塵,1.68
