馬匹編號,馬名,平均比標準時間
13,雷神太保,-0.02
1,櫻花酒杯,0.33
9,賢者威楓,0.34
11,喜樂之星,0.35
12,駿美一生,0.77
7,日日賞,0.95
10,嘉冠王,1.1
3,展雄威,1.34
4,駿馬之光,1.35
8,領袖勁力,1.51
5,君子,1.74
14,同有運,2.15
