馬匹編號,馬名,平均比標準時間
1,友瑩仁,-0.17
3,錶之浩瀚,0.05
11,旌採,0.12
12,超開心,0.18
7,創寶駒,0.22
14,超拍檔,0.25
4,進傲星,0.27
2,榮利雙收,0.29
13,非凡時刻,0.39
6,久久為軍,0.42
10,華麗再贏,0.48
5,光年八十,0.49
8,金津寶駒,0.64
