horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,歡樂老撾,11.0,11.0,0.0,1557831.15,1557831.15,0.0,3.3,3.3,0.0,5275288.25,5275288.25,0.0
2,問鼎巔峰,93.0,93.0,0.0,184259.6,184259.6,0.0,22.0,22.0,0.0,791293.24,791293.24,0.0
3,小皇爺,39.0,39.0,0.0,439388.27,439388.27,0.0,10.0,10.0,0.0,1740845.12,1740845.12,0.0
4,星之願,19.0,19.0,0.0,901902.24,901902.24,0.0,5.2,5.2,0.0,3347779.08,3347779.08,0.0
5,科創世紀,37.0,37.0,0.0,463138.99,463138.99,0.0,10.0,10.0,0.0,1740845.12,1740845.12,0.0
6,富裕君子,4.3,4.3,0.0,3985149.45,3985149.45,0.0,1.7,1.7,0.0,10240265.43,10240265.43,0.0
7,東方寶寶,11.0,11.0,0.0,1557831.15,1557831.15,0.0,3.5,3.5,0.0,4973843.21,4973843.21,0.0
8,魔法速遞,6.6,6.6,0.0,2596385.25,2596385.25,0.0,2.4,2.4,0.0,7253521.34,7253521.34,0.0
9,龍又生,3.3,3.3,0.0,5192770.5,5192770.5,0.0,1.4,1.4,0.0,12434608.02,12434608.02,0.0
10,華美之威,11.0,11.0,0.0,1557831.15,1557831.15,0.0,2.9,2.9,0.0,6002914.22,6002914.22,0.0
11,勁爽,7.4,7.4,0.0,2315694.95,2315694.95,0.0,2.0,2.0,0.0,8704225.61,8704225.61,0.0
12,常多笑,55.0,55.0,0.0,311566.23,311566.23,0.0,11.0,11.0,0.0,1582586.47,1582586.47,0.0
