horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,凡凡有餘,3.8,3.8,0.0,4937520.79,4937520.79,0.0,1.5,1.5,0.0,11341690.8,11341690.8,0.0
2,鬆啲,73.0,73.0,0.0,257021.63,257021.63,0.0,14.0,14.0,0.0,1215181.16,1215181.16,0.0
3,紫荊戰士,112.0,112.0,0.0,167523.03,167523.03,0.0,24.0,24.0,0.0,708855.67,708855.67,0.0
4,先到先得,6.9,6.9,0.0,2719214.35,2719214.35,0.0,1.9,1.9,0.0,8953966.42,8953966.42,0.0
5,追風,20.0,20.0,0.0,938128.95,938128.95,0.0,5.0,5.0,0.0,3402507.24,3402507.24,0.0
6,極速滿貫,28.0,28.0,0.0,670092.11,670092.11,0.0,6.2,6.2,0.0,2743957.45,2743957.45,0.0
7,紅磚戰士,6.2,6.2,0.0,3026222.42,3026222.42,0.0,2.2,2.2,0.0,7732971.0,7732971.0,0.0
8,翠湖烈風,43.0,43.0,0.0,436339.05,436339.05,0.0,9.4,9.4,0.0,1809844.28,1809844.28,0.0
9,至高心得,33.0,33.0,0.0,568563.0,568563.0,0.0,7.7,7.7,0.0,2209420.29,2209420.29,0.0
10,時間寶,4.0,4.0,0.0,4690644.75,4690644.75,0.0,1.7,1.7,0.0,10007374.24,10007374.24,0.0
11,爆竹,15.0,15.0,0.0,1250838.6,1250838.6,0.0,4.1,4.1,0.0,4149399.07,4149399.07,0.0
12,手到再來,5.9,5.9,0.0,3180098.14,3180098.14,0.0,2.1,2.1,0.0,8101207.71,8101207.71,0.0
