horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
12,棒棒糖,4.1,4.1,0.0,8710951.24,8357612.6,353338.64,1.7,1.8,-0.06,16511405.87,15089764.25,1421641.62
6,關鍵所在,7.9,8.1,-0.02,4520873.43,4230396.5,290476.93,2.6,2.7,-0.04,10795919.22,10059842.83,736076.39
9,團結勇士,5.5,5.5,0.0,6493618.2,6230220.3,263397.9,1.9,1.9,0.0,14773363.14,14295566.13,477797.01
1,乘數表,7.4,7.4,0.0,4826337.85,4630569.14,195768.71,2.2,2.2,0.0,12758813.62,12346170.75,412642.87
4,福星小子,7.9,7.9,0.0,4520873.43,4337495.15,183378.28,2.2,2.2,0.0,12758813.62,12346170.75,412642.87
5,天外迎天,9.2,9.2,0.0,3882054.36,3724588.22,157466.14,3.1,3.0,0.03,9054641.93,9053858.55,783.38
3,川河動駒,6.3,6.2,0.02,5669031.76,5526808.33,142223.43,2.5,2.5,0.0,11227755.99,10864630.26,363125.73
7,嘉應勇將,12.0,12.0,0.0,2976241.67,2855517.64,120724.03,3.1,3.1,0.0,9054641.93,8761798.6,292843.33
2,幸運星球,36.0,35.0,0.03,992080.56,979034.62,13045.94,8.5,8.3,0.02,3302281.17,3272478.99,29802.18
11,幸運大夫,210.0,204.0,0.03,170070.95,167971.63,2099.32,34.0,34.0,0.0,825570.29,798869.87,26700.42
10,贏得威楓,115.0,111.0,0.04,310564.35,308704.61,1859.74,25.0,25.0,0.0,1122775.6,1086463.03,36312.57
8,勇進駒,78.0,75.0,0.04,457883.33,456882.82,1000.51,17.0,17.0,0.0,1651140.59,1597739.74,53400.85
