horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,穿甲金鷹,2.3,2.3,0.0,10297274.45,10282129.24,15145.21,1.2,1.2,0.0,18521188.81,17349183.5,1172005.31
11,榮利雙收,6.0,6.0,0.0,3947288.54,3941482.87,5805.67,2.0,2.0,0.0,11112713.29,10409510.1,703203.19
5,好實力,8.8,8.8,0.0,2691333.09,2687374.69,3958.4,2.7,2.7,0.0,8231639.47,7710748.22,520891.25
2,瑪瑙,10.0,10.0,0.0,2368373.12,2364889.73,3483.39,2.7,2.7,0.0,8231639.47,7710748.22,520891.25
1,銀進,11.0,11.0,0.0,2153066.48,2149899.75,3166.73,2.9,2.9,0.0,7663940.2,7178972.48,484967.72
10,佳登,11.0,11.0,0.0,2153066.48,2149899.75,3166.73,2.9,2.9,0.0,7663940.2,7178972.48,484967.72
9,浪漫鬥士,12.0,12.0,0.0,1973644.27,1970741.44,2902.83,3.3,3.3,0.0,6734977.75,6308794.0,426183.75
4,同心同樂,15.0,15.0,0.0,1578915.41,1576593.15,2322.26,4.5,4.5,0.0,4938983.68,4626448.93,312534.75
7,電訊巴打,32.0,32.0,0.0,740116.6,739028.04,1088.56,7.4,7.4,0.0,3003436.02,2813381.11,190054.91
6,我做到,33.0,33.0,0.0,717688.82,716633.25,1055.57,7.5,7.5,0.0,2963390.21,2775869.36,187520.85
3,膨才,42.0,42.0,0.0,563898.36,563068.98,829.38,8.2,8.2,0.0,2710417.88,2538904.9,171512.98
