horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,安可,3.0,3.1,-0.03,7325971.95,6783791.1,542180.85,1.4,1.4,0.0,12519718.55,11361757.39,1157961.16
10,竣誠駒,6.0,6.0,0.0,3662985.97,3504958.74,158027.23,1.9,1.9,0.0,9225055.78,8371821.24,853234.54
9,君智盛,6.3,6.3,0.0,3488558.07,3338055.94,150502.13,2.2,2.3,-0.04,7967093.62,6915852.33,1051241.29
7,獎星,20.0,21.0,-0.05,1098895.79,1001416.78,97479.01,4.8,5.0,-0.04,3651584.58,3181292.07,470292.51
11,夢照發,7.7,7.6,0.01,2854274.79,2767072.69,87202.1,2.2,2.2,0.0,7967093.62,7230209.25,736884.37
5,蜜蜜送,26.0,27.0,-0.04,845304.46,778879.72,66424.74,5.7,5.6,0.02,3075018.59,2840439.35,234579.24
3,大千氣象,6.1,5.9,0.03,3602937.02,3564364.82,38572.2,2.5,2.5,0.0,7011042.39,6362584.14,648458.25
2,浪漫老撾,26.0,26.0,0.0,845304.46,808836.63,36467.83,5.9,5.8,0.02,2970780.67,2742493.16,228287.51
4,香港神駒,8.9,8.6,0.03,2469428.75,2445320.05,24108.7,2.4,2.3,0.04,7303169.16,6915852.33,387316.83
6,一支箭,83.0,80.0,0.04,264794.17,262871.91,1922.26,14.0,14.0,0.0,1251971.86,1136175.74,115796.12
8,龍船快,113.0,109.0,0.04,194494.83,192933.51,1561.32,20.0,19.0,0.05,876380.3,837182.12,39198.18
12,揚威四海,133.0,128.0,0.04,165247.49,164294.94,952.55,24.0,23.0,0.04,730316.92,691585.23,38731.69
