horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,鄉村樂韻,14.0,14.0,0.0,1490270.51,1490270.51,0.0,3.3,3.3,0.0,4772162.75,4772162.75,0.0
2,運來勇士,56.0,56.0,0.0,372567.63,372567.63,0.0,10.0,10.0,0.0,1574813.71,1574813.71,0.0
3,幸運傳承,6.0,6.0,0.0,3477297.86,3477297.86,0.0,2.0,2.0,0.0,7874068.54,7874068.54,0.0
4,辣得金,5.5,5.5,0.0,3793415.85,3793415.85,0.0,2.0,2.0,0.0,7874068.54,7874068.54,0.0
5,銀亮濠俠,3.4,3.4,0.0,6136407.99,6136407.99,0.0,1.5,1.5,0.0,10498758.05,10498758.05,0.0
6,喆喆友福,4.9,4.9,0.0,4257915.75,4257915.75,0.0,1.8,1.8,0.0,8748965.04,8748965.04,0.0
7,東昇鉞,109.0,109.0,0.0,191410.89,191410.89,0.0,19.0,19.0,0.0,828849.32,828849.32,0.0
8,太行美景,32.0,32.0,0.0,651993.35,651993.35,0.0,6.0,6.0,0.0,2624689.51,2624689.51,0.0
9,東方魅影,18.0,18.0,0.0,1159099.29,1159099.29,0.0,4.5,4.5,0.0,3499586.02,3499586.02,0.0
10,發光發亮,28.0,28.0,0.0,745135.26,745135.26,0.0,6.1,6.1,0.0,2581661.82,2581661.82,0.0
11,威德勇士,227.0,227.0,0.0,91910.96,91910.96,0.0,35.0,35.0,0.0,449946.77,449946.77,0.0
12,東方福寶,6.7,6.7,0.0,3113998.09,3113998.09,0.0,2.4,2.4,0.0,6561723.78,6561723.78,0.0
