horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
6,星運少爵,2.7,2.7,0.0,9400505.89,8218114.97,1182390.92,1.6,1.6,0.0,12908397.05,9766518.09,3141878.96
5,彩虹七色,4.1,4.1,0.0,6190577.05,5411929.37,778647.68,1.3,1.3,0.0,15887257.9,12020329.96,3866927.94
7,決一劍,7.2,7.2,0.0,3525189.71,3081793.11,443396.6,2.2,2.3,-0.04,9387925.12,6794099.54,2593825.58
11,環球英雄,8.2,8.2,0.0,3095288.52,2705964.69,389323.83,2.2,2.3,-0.04,9387925.12,6794099.54,2593825.58
3,八仟好運,8.3,8.3,0.0,3057995.89,2673362.7,384633.19,2.4,2.3,0.04,8605598.03,6794099.54,1811498.49
1,當家精彩,10.0,10.0,0.0,2538136.59,2218891.04,319245.55,2.9,2.9,0.0,7121874.23,5388423.78,1733450.45
4,團結戰靈,16.0,16.0,0.0,1586335.37,1386806.9,199528.47,3.3,3.3,0.0,6258616.75,4735281.5,1523335.25
12,加州得力,54.0,54.0,0.0,470025.29,410905.75,59119.54,11.0,11.0,0.0,1877585.02,1420584.45,457000.57
9,潮流勇駒,71.0,71.0,0.0,357484.03,312519.87,44964.16,15.0,14.0,0.07,1376895.68,1116173.5,260722.18
8,巴閉哥,72.0,72.0,0.0,352518.97,308179.31,44339.66,12.0,12.0,0.0,1721119.61,1302202.41,418917.2
2,縱橫天下,118.0,118.0,0.0,215096.32,188041.61,27054.71,23.0,22.0,0.05,897975.45,710292.22,187683.23
10,快又醒,243.0,243.0,0.0,104450.07,91312.39,13137.68,40.0,39.0,0.03,516335.88,400677.67,115658.21
