日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2023-10-15,ST,grass,好,1000,083,07,千杯敬典,3,11,11,33.86,34.1,-1.8,23.54,2.79,57.64,0.99,3,攻頂,萬事快,令才,田泰安,袁幸堯 (-10),4,127,131
2023-11-08,HV,grass,好,1000,151,12,千杯敬典,3,11,7,33.71,33.91,-1.99,24.71,3.41,58.62,1.42,3,運來勇士,快如龍,顏色王子,潘明輝,袁幸堯 (-10),4,128,131
2023-11-26,ST,grass,好,1000,196,09,千杯敬典,3,11,3,34.33,34.49,-1.41,24.05,3.3,58.54,1.89,1,氣勢,龍騰飛翔,江南盛,艾兆禮,袁幸堯 (-10),4,125,131
2023-12-17,ST,grass,好,1000,253,06,千杯敬典,3,11,3,33.72,34.56,-1.34,23.26,2.51,57.82,1.17,6,占士德,連連勝利,手機錶霸,蔡明紹,袁幸堯 (-10),4,122,131
2024-01-21,ST,grass,好,1000,354,11,千杯敬典,3,11,6,34.13,34.49,-1.41,24.36,3.61,58.85,2.2,3,球星,綠色有料,連連勝利,潘明輝,袁幸堯 (-10),4,119,131
2024-02-21,HV,grass,好,1200,439,03,千杯敬典,3,11,2,46.5,46.62,-0.58,23.54,0.84,70.16,0.26,2,天足貓,晉神,千杯敬典,蔡明紹,袁幸堯 (-10),4,119,131
2024-03-13,HV,grass,好,1200,497,03,千杯敬典,3,11,3,47.48,47.48,0.28,23.63,0.93,71.11,1.21,1,合夥奔馳,九秒九,千杯敬典,蔡明紹,袁幸堯 (-10),4,120,131
2024-04-14,ST,grass,好/快,1200,582,03,千杯敬典,3,11,1,46.06,46.62,-0.28,22.6,0.15,69.22,-0.13,3,安康萬里,鑽石星空,千杯敬典,蔡明紹,袁幸堯 (-10),4,118,131
2024-05-11,ST,grass,好/快,1200,661,01,千杯敬典,3,11,8,46.48,46.48,-0.42,22.72,0.27,69.2,-0.15,1,千杯敬典,遙遙領先,魯班精神,潘明輝,袁幸堯 (-10),4,116,131
2024-06-02,ST,grass,好/快,1200,718,04,千杯敬典,3,11,6,46.17,46.33,-0.57,23.06,0.61,69.39,0.04,2,鑽石星空,遙遙領先,還看今朝,潘明輝,袁幸堯 (-10),4,121,131
2024-06-26,HV,grass,好,1200,774,01,千杯敬典,3,11,2,46.61,46.61,-0.59,22.87,0.17,69.48,-0.42,1,千杯敬典,五福星,至合拍,潘明輝,袁幸堯 (-10),4,124,131
2024-10-09,HV,grass,好,1200,089,04,千杯敬典,3,11,12,47.17,47.17,-0.03,23.5,0.8,70.67,0.77,1,耀寶駒,智勝攻略,開心樂園,潘明輝,袁幸堯 (-10),4,130,131
