日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2024-10-30,HV,grass,好,1200,144,04,千杯敬典,3,11,10,47.03,47.03,-0.17,23.64,0.94,70.67,0.77,1,凱旋升,飛雲,快樂奇兵,潘明輝,袁幸堯 (-10),4,130,131
2024-11-20,HV,grass,好/黏,1200,198,08,千杯敬典,3,11,10,45.99,46.11,-1.09,24.66,1.96,70.77,0.87,1,怡昌精神,電訊龍駒,辣得駕勢,黃智弘,袁幸堯 (-10),4,127,131
2024-12-22,ST,grass,好,1200,279,11,千杯敬典,3,11,1,45.46,45.94,-0.96,24.14,1.69,70.08,0.73,3,非凡達,衝上雲霄,高感,潘明輝,袁幸堯 (-10),4,129,131
2025-01-22,HV,grass,好,1200,369,02,千杯敬典,3,11,3,46.67,46.87,-0.33,23.16,0.46,70.03,0.13,2,泰泰精神,千杯敬典,運來伍寶,蔡明紹,袁幸堯 (-10),4,128,131
2025-02-05,HV,grass,好,1200,399,01,千杯敬典,3,11,5,46.0,46.32,-0.88,23.61,0.91,69.93,0.03,3,千杯敬典,超強六十,競馬一心,潘明輝,袁幸堯 (-10),4,131,131
2025-02-19,HV,grass,好,1200,444,11,千杯敬典,3,11,4,46.69,47.21,0.16,23.6,1.05,70.81,1.21,4,美麗緣分,佛亮老撾,志滿同行,蔡明紹,袁幸堯 (-10),3,119,131
2025-03-19,HV,grass,好/快,1200,522,08,千杯敬典,3,11,5,46.3,46.66,-0.39,23.47,0.92,70.13,0.53,3,傑出漢子,時尚風趣,金匯昇昇,潘明輝,袁幸堯 (-10),3,116,131
2025-04-13,ST,grass,好,1000,589,12,千杯敬典,3,11,4,33.78,33.98,-1.82,23.6,2.95,57.58,1.13,2,實現夢想,駿皇金,飛來閃耀,田泰安,袁幸堯 (-10),3,119,131
2025-05-14,HV,grass,好/快,1200,675,01,千杯敬典,3,11,10,46.77,46.77,-0.43,23.26,0.56,70.03,0.13,1,千杯敬典,星火燎原,洛河,潘明輝,袁幸堯 (-10),4,135,131
2025-06-11,HV,grass,好/快,1200,755,10,千杯敬典,3,11,12,45.86,46.06,-0.99,24.22,1.67,70.28,0.68,3,雪勇神駒,金牌活力,廚神,周俊樂,袁幸堯 (-10),3,121,131
2025-10-01,ST,grass,好/快,1200,064,08,千杯敬典,3,11,5,46.09,46.25,-0.4,22.98,0.63,69.23,0.23,3,肯佩斯,哈羅威,帥帥友福,黃智弘,袁幸堯 (-10),3,117,131
2025-10-15,HV,grass,好/快,1200,102,07,千杯敬典,3,11,6,45.74,45.98,-1.07,24.03,1.48,70.01,0.41,2,安康萬里,風雲武士,幸運星球,黃智弘,袁幸堯 (-10),3,118,131
2025-11-02,HV,grass,好/快,1200,148,09,千杯敬典,3,11,9,46.03,46.71,-0.34,23.65,1.1,70.36,0.76,5,勇敢巨星,錶之極光,川河動駒,田泰安,袁幸堯 (-10),3,122,131
2025-12-17,HV,grass,好,1000,271,09,千杯敬典,3,11,2,34.03,34.67,-0.98,22.83,1.83,57.5,0.85,5,燭光晚餐,添開心,精彩福星,艾兆禮,袁幸堯 (-10),3,119,131
2025-12-27,ST,grass,好,1000,300,07,千杯敬典,3,11,5,33.63,34.03,-1.77,22.7,2.05,56.73,0.28,9,時時歡欣,會長之寶,超寫意,蔡明紹,袁幸堯 (-10),3,122,131
2026-01-28,HV,grass,好/快,1200,387,03,千杯敬典,3,11,10,46.97,46.97,-0.23,23.05,0.35,70.02,0.12,1,團結勇士,巴閉王,千杯敬典,黃智弘,袁幸堯 (-10),4,130,131
2026-02-19,ST,grass,好,1200,445,05,千杯敬典,3,11,2,46.36,46.6,-0.3,22.93,0.48,69.53,0.18,5,禾道豐,賢者威楓,開心樂園,潘明輝,袁幸堯 (-10),4,135,131
2026-03-25,HV,grass,好,1200,550,06,千杯敬典,3,11,2,45.84,46.04,-1.16,24.41,1.71,70.45,0.55,2,馬達,皇者有利,團結戰靈,潘明輝,袁幸堯 (-10),4,135,131
