日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-03-15,ST,grass,好/快,1200,518,01,堅先生,2,2,7,46.42,46.78,-0.12,22.66,0.21,69.44,0.09,8,堅先生,金快飛飛,快樂共濟,田泰安,田泰安,4,129,132
2026-04-06,ST,grass,好,1200,578,06,堅先生,2,2,4,46.72,47.12,0.22,22.48,0.03,69.6,0.25,7,千杯不醉,同喜,利高八斗,田泰安,田泰安,4,135,132
