馬匹編號,馬名,平均比標準時間
1,堅先生,0.09
14,同喜,0.12
3,千杯不醉,0.15
12,金快飛飛,0.29
9,賀龍飛翔,0.38
4,金創福威,0.46
10,小魔怪,0.56
11,新力驕,0.58
8,龍之尊,0.58
2,廚神,0.72
5,健康小馬,1.71
13,紅衣財神,2.74
