馬匹編號,馬名,平均比標準時間
6,超勁赤兔,-0.22
4,一世美麗,-0.16
10,包裝明將,-0.02
2,千帆駒,0.13
8,哈羅威,0.22
3,黃金大亨,0.31
7,騰龍踏雪,0.36
9,嘉應巨昇,0.43
1,鑽石星空,0.5
5,同心同夢,0.62
