馬匹編號,馬名,平均比標準時間
1,威武年代,-0.27
8,加州勇勝,-0.24
2,幸運奇兵,-0.22
3,機械之星,0.12
12,韋少寶,0.3
11,我最好,0.36
10,暴風一族,0.39
7,共創歡欣,0.47
6,勁砲王,0.61
5,逍遙騎士,0.73
14,文明福星,0.73
13,不勞而獲,0.86
9,明亮天下,1.05
