馬匹編號,馬名,完成時間
10,包裝明將,81.23
2,千帆駒,81.52
4,一世美麗,81.72
8,哈羅威,81.74
6,超勁赤兔,81.87
7,騰龍踏雪,82.01
9,嘉應巨昇,82.08
5,同心同夢,82.27
