馬匹編號,馬名,平均比標準時間
1,嘉應高昇,-0.89
2,驕陽明駒,-0.38
3,精算暴雪,-0.23
7,星際快車,0.04
4,好友心得,0.08
5,美麗第一,0.34
6,幸運有您,0.67
