馬匹編號,馬名,平均比標準時間
8,路路勁,-0.8
7,智勝一籌,-0.28
4,會長之寶,-0.17
1,好評如潮,0.14
11,手到齊來,0.46
2,狀元及第,0.47
5,星運傳奇,0.62
12,幸運糖,1.25
6,藍地球,1.43
9,精巧時計,1.87
