馬匹編號,馬名,平均比標準時間
1,閃電小子,-0.91
12,飛來霸,0.31
2,超強六十,0.34
11,枕頭之星,0.39
14,快樂高球,0.7
10,海鑽石,0.77
13,運籌帷幄,0.85
