馬匹編號,馬名,平均比標準時間
4,時時歡聲,-0.56
8,韋金主,-0.48
9,遙遙領先,-0.12
5,飛鷹翱翔,-0.09
1,健康愉快,0.43
6,綠族無限,0.43
7,平凡騎士,0.45
10,天星,0.6
2,新意馬,0.79
3,玩笑,0.99
