馬匹編號,馬名,完成時間
4,時時歡聲,81.0
8,韋金主,81.12
9,遙遙領先,81.18
6,綠族無限,81.56
5,飛鷹翱翔,81.57
3,玩笑,81.71
1,健康愉快,81.83
10,天星,82.1
2,新意馬,83.48
