馬匹編號,馬名,完成時間
2,幸運奇兵,81.56
1,威武年代,81.73
8,加州勇勝,82.04
11,我最好,82.25
3,機械之星,82.3
7,共創歡欣,82.46
5,逍遙騎士,82.72
14,文明福星,82.93
