馬匹編號,馬名,平均比標準時間
9,快活英雄,-0.19
7,金牌活力,-0.18
12,包裝明將,-0.12
8,多威心得,-0.05
1,志滿同行,-0.01
3,好好戀愛,0.06
6,粵港資駒,0.13
4,好節拍,0.16
10,撼天鐵翼,0.19
2,真心傳奇,0.34
5,非凡豪傑,0.59
