馬匹編號,馬名,完成時間
5,贏玥,99.98
6,八心之星,100.08
9,耀昌勝世,100.11
4,康昌之星,100.12
3,赤風驪,100.24
11,多利神駒,100.32
8,極速滿貫,100.43
1,本領非凡,100.47
7,得意佳作,100.49
12,寶成智星,100.63
