馬匹編號,馬名,平均比標準時間
4,獵寶勤,-0.05
3,歷險大將,0.09
6,快樂寶寶,0.17
10,太行美景,0.25
5,千杯,0.26
8,添喜運,0.41
7,戰騎飛,0.6
11,富貴駒,1.04
2,跑得好快,1.17
1,快活同盟,1.38
9,天火同德,1.4
12,東方福寶,1.45
