馬匹編號,馬名,平均比標準時間
6,怡傲錢莊,-0.35
5,品德寶寶,-0.19
11,飛來閃耀,-0.13
4,價值傳承,0.02
10,富心星,0.12
1,馬力,0.15
2,燭光晚餐,0.2
3,紅逸舍,0.53
7,藍地球,0.56
12,領航君子,0.71
9,贏完又贏,1.5
