馬匹編號,馬名,平均比標準時間
3,幸運愉快,-0.26
6,銳目,0.11
9,驕陽雄心,0.21
4,良駒好友,0.23
2,團長好,0.51
10,眼健康,0.55
7,勤德皆備,0.76
1,競駿非凡,0.84
5,平天雄,1.23
8,頑童,1.28
12,美周郎,1.38
