馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1400,044,24/09/2023,12,獎星,6,7,11,59.45,60.13,-8.42,24.51,11.06,84.64,2.64,12 12 12 12,堅又威,滿歡笑,武林至尊,梁家俊,紀仁安,4,133,126
HV,grass,好,1650,189,22/11/2023,11,獎星,6,7,10,75.89,76.93,4.83,24.5,-3.5,101.43,1.33,12 12 11 11,獨角獸,得意佳作,但求快活,希威森,紀仁安,4,131,126
ST,dirt,好,1800,215,03/12/2023,05,獎星,6,7,12,85.36,85.72,0.27,24.08,0.98,109.8,1.25,10 11 11 7 5,開心三多,世澤歆星,雪山神駒,田泰安,紀仁安,4,128,126
ST,dirt,好,1650,273,23/12/2023,10,獎星,6,7,6,75.3,75.7,4.6,24.92,-3.03,100.62,1.57,7 7 5 10,雪山神駒,歡喜福星,世澤歆星,田泰安,紀仁安,4,128,126
ST,grass,好,1400,301,01/01/2024,05,獎星,6,7,8,60.65,61.21,-7.34,23.01,9.56,84.22,2.22,8 9 7 5,逐夢年代,幸運星球,金匯昇昇,梁家俊,紀仁安,4,124,126
ST,grass,好,1400,372,28/01/2024,10,獎星,6,7,14,58.84,59.96,-8.59,23.34,9.89,83.3,1.3,12 14 14 10,熊噹噹,你知我得,我做到,潘明輝,紀仁安,4,119,126
ST,grass,好,1400,396,04/02/2024,04,獎星,6,7,14,59.32,60.16,-8.39,23.01,9.56,83.17,1.17,14 12 12 4,陽光勇士,艾莉奧,金榜之星,潘明輝,紀仁安,4,117,126
ST,grass,好,1600,411,12/02/2024,04,獎星,6,7,6,71.55,72.27,1.87,23.42,-1.08,95.69,0.79,12 11 9 4,大數據,十二神將,武林至尊,潘明輝,紀仁安,4,117,126
HV,grass,好,1650,482,06/03/2024,03,獎星,6,7,9,78.03,78.27,6.17,23.94,-4.06,102.21,2.11,8 8 5 3,武林至尊,蟲草之凰,獎星,巴度,紀仁安,4,116,126
HV,grass,好,1650,534,27/03/2024,01,獎星,6,7,5,77.08,77.68,5.33,23.69,-4.26,101.37,1.07,8 7 6 1,獎星,北海盜,贏盡天下,巴度,紀仁安,5,135,126
ST,grass,好,1600,567,07/04/2024,03,獎星,6,7,8,72.13,72.57,2.17,23.87,-0.63,96.44,1.54,8 6 7 3,加州動員,哈哈大笑,獎星,巴度,紀仁安,4,122,126
HV,grass,好,1650,613,24/04/2024,02,獎星,6,7,3,77.29,77.49,5.39,23.35,-4.65,100.84,0.74,5 5 3 2,我做到,獎星,怪獸奇兵,巴度,紀仁安,4,124,126
HV,grass,好,1650,654,08/05/2024,03,獎星,6,7,2,76.69,77.17,5.07,24.3,-3.7,101.47,1.37,6 6 5 3,美麗歡聲,陸知,獎星,巴度,紀仁安,4,124,126
HV,grass,好,1650,689,22/05/2024,04,獎星,6,7,12,75.2,75.68,3.58,24.89,-3.11,100.57,0.47,10 10 8 4,龍船快,金德義,架勢奇爸,潘明輝,紀仁安,4,123,126
HV,grass,好/黏,1650,727,05/06/2024,02,獎星,6,7,1,77.89,78.21,6.11,23.51,-4.49,101.72,1.62,3 3 3 2,大千眼界,獎星,堅闖,潘明輝,紀仁安,4,123,126
HV,grass,好,1650,777,26/06/2024,03,獎星,6,7,5,75.16,75.56,3.46,24.53,-3.47,100.09,-0.01,3 3 4 3,駟跑得,我做到,獎星,田泰安,紀仁安,4,127,126
HV,grass,好,1650,050,25/09/2024,06,獎星,6,7,5,75.64,76.52,4.42,24.13,-3.87,100.65,0.55,9 8 7 6,逐步贏,大力猴王,領創動力,巴度,紀仁安,4,127,126
HV,grass,好,1650,105,16/10/2024,03,獎星,6,7,5,75.25,76.25,4.15,23.69,-4.31,99.94,-0.16,9 10 11 3,得意佳作,領創動力,獎星,潘明輝,紀仁安,4,125,126
HV,grass,好,1650,139,30/10/2024,02,獎星,6,7,5,76.55,77.07,4.97,23.25,-4.75,100.32,0.22,8 8 7 2,健康之星,獎星,喜勝威龍,潘明輝,紀仁安,4,123,126
HV,grass,好/黏,1650,196,20/11/2024,05,獎星,6,7,7,75.78,76.82,4.72,23.9,-4.1,100.72,0.62,9 10 9 5,爆笑,魔法速遞,君智盛,田泰安,紀仁安,4,131,126
HV,grass,好,1650,235,04/12/2024,09,獎星,6,7,7,76.1,77.22,5.12,24.08,-3.92,101.3,1.2,11 10 10 9,大力猴王,龍船快,得意佳作,布宜學,紀仁安,4,126,126
HV,grass,好,1800,254,11/12/2024,01,獎星,6,7,3,84.01,84.85,-1.9,24.0,1.1,108.85,-0.8,8 8 9 8 1,獎星,喜勝威龍,北海盜,何澤堯,紀仁安,4,127,126
ST,dirt,好,1800,322,05/01/2025,09,獎星,6,7,10,84.99,85.95,0.5,23.79,0.69,109.74,1.19,12 12 11 11 9,艾莉奧,一鹿歡騰,超眼光,何澤堯,紀仁安,4,130,126
HV,grass,好,1800,348,15/01/2025,02,獎星,6,7,4,84.59,85.39,-1.36,23.92,1.02,109.31,-0.34,8 8 8 7 2,盈益善,獎星,大將,巴度,紀仁安,4,131,126
HV,grass,好,1800,403,05/02/2025,10,獎星,6,7,10,85.48,86.72,-0.03,23.46,0.56,110.18,0.53,10 12 12 12 10,北海盜,皇仁福星,妙算奇勝,何澤堯,紀仁安,4,135,126
ST,grass,好/快,1800,432,16/02/2025,08,獎星,6,7,7,83.01,83.45,-2.2,24.23,2.03,107.68,-0.17,12 11 8 7 8,發財秘笈,風火恆雲,一起美麗,霍宏聲,紀仁安,4,134,126
HV,grass,好,1800,481,05/03/2025,06,獎星,6,7,2,84.33,85.09,-1.66,24.41,1.51,109.5,-0.15,9 8 8 7 6,一起美麗,妙算奇勝,瀧澤飛駒,巴度,紀仁安,4,134,126
HV,grass,好/快,1800,574,09/04/2025,02,獎星,6,7,4,85.14,85.46,-1.29,23.92,1.02,109.38,-0.27,6 5 5 6 2,香港神駒,獎星,風起雲湧,潘明輝,紀仁安,4,132,126
HV,grass,好/快,1800,634,30/04/2025,02,獎星,6,7,5,84.58,85.02,-1.73,23.82,0.92,108.84,-0.81,5 5 5 5 2,香港神駒,獎星,盈好威楓,潘明輝,紀仁安,4,131,126
HV,grass,好,2200,652,07/05/2025,10,獎星,6,7,9,113.5,113.74,1.94,26.86,1.61,140.6,3.55,8 2 2 3 4 10,幸運同行,客家之光,管之友,潘明輝,紀仁安,4,135,126
HV,grass,好/黏,1800,729,04/06/2025,04,獎星,6,7,9,86.47,86.59,-0.16,25.06,2.16,111.65,2.0,9 6 4 3 4,三江飛輪,風起雲湧,架勢奇爸,潘明輝,紀仁安,4,132,126
HV,grass,好/快,1650,784,25/06/2025,09,獎星,6,7,11,76.24,77.16,5.06,23.22,-4.78,100.38,0.28,12 12 12 9,龍文鞭影,川河首駒,加州活力,潘明輝,紀仁安,4,130,126
HV,grass,好/快,1800,031,17/09/2025,03,獎星,6,7,4,84.22,85.18,-1.57,23.7,0.8,108.88,-0.77,9 9 9 10 3,年年友福,奮鬥心,獎星,潘明輝,紀仁安,4,127,126
ST,grass,好/快,1800,060,01/10/2025,05,獎星,6,7,7,82.93,83.01,-2.64,23.83,1.63,106.84,-1.01,3 4 5 4 5,東方飛影,爆出美麗,雙贏,蔡明紹,紀仁安,4,127,126
HV,grass,好/快,1800,146,02/11/2025,08,獎星,6,7,6,84.7,85.58,-1.17,24.14,1.24,109.72,0.07,9 9 9 9 8,客家之光,風起雲湧,蜜蜜送,蔡明紹,紀仁安,4,131,126
HV,grass,好/快,1650,173,12/11/2025,02,獎星,6,7,2,76.03,76.59,4.49,23.78,-4.22,100.37,0.27,6 5 5 2,都靈勇士,獎星,論文,潘明輝,紀仁安,4,126,126
HV,grass,好/快,1800,212,26/11/2025,04,獎星,6,7,6,86.52,87.44,0.69,22.93,0.03,110.37,0.72,9 10 10 10 4,蜜蜜送,架勢奇爸,多利神駒,潘明輝,紀仁安,4,128,126
HV,grass,好,1650,249,10/12/2025,09,獎星,6,7,11,75.86,76.9,4.8,24.02,-3.98,100.92,0.82,11 11 11 9,相映紅,祥勝將軍,將義,李寶利,紀仁安,4,127,126
HV,grass,好,1650,329,07/01/2026,04,獎星,6,7,2,77.68,77.92,5.82,23.35,-4.65,101.27,1.17,4 4 4 4,翠兒威威,隨緣得勝,加州活力,梁家俊,紀仁安,4,127,126
